country,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Algeria,nowcast,1.3,0.8,1.8,1.1,1.4,0.1
Algeria,nowcast,1.3,0.8,1.8,1.1,1.4,0.11
Algeria,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
Algeria,nowcast,1.3,0.8,1.7,1.1,1.4,0.12
Algeria,nowcast,1.2,0.8,1.6,1,1.4,0.15
Algeria,nowcast,1.2,0.8,1.6,1.1,1.3,0.18
Algeria,nowcast,1.2,0.8,1.5,1,1.3,0.21
Algeria,nowcast,1.1,0.8,1.5,1,1.3,0.25
Algeria,nowcast,1.1,0.7,1.4,0.9,1.2,0.32
Algeria,nowcast,1,0.7,1.4,0.9,1.2,0.41
Algeria,nowcast,1,0.7,1.3,0.9,1.1,0.49
Algeria,nowcast,1,0.6,1.3,0.8,1.1,0.58
Algeria,nowcast,0.9,0.6,1.2,0.8,1,0.66
Algeria,nowcast,0.9,0.6,1.2,0.8,1,0.73
Algeria,nowcast,0.9,0.5,1.2,0.8,1,0.78
Algeria,nowcast,0.9,0.6,1.2,0.7,1,0.81
Algeria,nowcast,0.8,0.5,1.1,0.7,1,0.83
Algeria,nowcast,0.8,0.5,1.1,0.7,0.9,0.85
Algeria,nowcast,0.8,0.5,1.1,0.7,0.9,0.85
Algeria,nowcast,0.8,0.5,1.1,0.7,0.9,0.86
Algeria,nowcast,0.8,0.5,1.1,0.7,0.9,0.87
Algeria,nowcast,0.8,0.4,1.1,0.7,0.9,0.86
Algeria,nowcast,0.8,0.5,1.2,0.6,0.9,0.85
Algeria,nowcast,0.8,0.4,1.2,0.6,0.9,0.84
Algeria,nowcast,0.8,0.4,1.2,0.7,0.9,0.79
Algeria,nowcast,0.8,0.4,1.2,0.7,0.9,0.79
Algeria,nowcast,0.8,0.5,1.3,0.7,1,0.75
Algeria,nowcast,0.9,0.5,1.3,0.7,1,0.71
Algeria,nowcast,0.9,0.5,1.4,0.7,1,0.68
Algeria,nowcast,0.9,0.5,1.4,0.7,1.1,0.63
Algeria,nowcast,0.9,0.5,1.5,0.8,1.1,0.58
Algeria,nowcast,1,0.5,1.5,0.7,1.1,0.57
Algeria,nowcast,1,0.5,1.5,0.8,1.1,0.52
Algeria,nowcast,1,0.6,1.6,0.8,1.2,0.47
Algeria,nowcast,1.1,0.6,1.6,0.8,1.2,0.42
Algeria,nowcast,1.1,0.6,1.7,0.9,1.2,0.37
Algeria,nowcast,1.1,0.7,1.8,0.9,1.3,0.32
Algeria,nowcast,1.2,0.6,1.8,0.9,1.3,0.27
Algeria,nowcast,1.2,0.7,2,0.9,1.4,0.23
Algeria,nowcast,1.3,0.7,2,1,1.4,0.19
Algeria,nowcast,1.4,0.7,2.2,1,1.5,0.15
Argentina,nowcast,1.2,0.6,1.8,0.9,1.4,0.27
Argentina,nowcast,1.2,0.6,1.8,1,1.4,0.28
Argentina,nowcast,1.2,0.6,1.8,0.9,1.4,0.29
Argentina,nowcast,1.2,0.6,1.7,0.9,1.3,0.29
Argentina,nowcast,1.1,0.6,1.7,0.9,1.3,0.31
Argentina,nowcast,1.1,0.6,1.7,0.9,1.3,0.31
Argentina,nowcast,1.1,0.6,1.7,0.9,1.3,0.35
Argentina,nowcast,1.1,0.6,1.6,0.9,1.3,0.35
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.37
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.39
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.4
Argentina,nowcast,1.1,0.6,1.5,0.9,1.2,0.41
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.4
Argentina,nowcast,1.1,0.6,1.6,0.8,1.2,0.4
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.39
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.4
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.39
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.38
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.37
Argentina,nowcast,1.1,0.7,1.6,0.9,1.2,0.35
Argentina,nowcast,1.1,0.7,1.6,0.9,1.3,0.35
Argentina,nowcast,1.1,0.6,1.6,0.9,1.2,0.36
Argentina,nowcast,1.1,0.6,1.5,0.9,1.2,0.36
Argentina,nowcast,1.1,0.6,1.5,0.9,1.3,0.34
Argentina,nowcast,1.1,0.6,1.5,0.9,1.2,0.34
Argentina,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Argentina,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Argentina,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Argentina,nowcast,1.1,0.7,1.5,0.9,1.3,0.33
Argentina,nowcast,1.1,0.6,1.5,0.9,1.2,0.33
Argentina,nowcast,1.1,0.7,1.6,0.9,1.2,0.31
Argentina,nowcast,1.1,0.7,1.6,0.9,1.3,0.3
Argentina,nowcast,1.2,0.7,1.6,1,1.3,0.26
Argentina,nowcast,1.2,0.7,1.7,1,1.3,0.23
Argentina,nowcast,1.2,0.7,1.8,1,1.4,0.19
Austria,nowcast,1.2,0.8,1.6,1.1,1.3,0.19
Austria,nowcast,1.2,0.8,1.5,1,1.3,0.21
Austria,nowcast,1.1,0.8,1.5,1,1.3,0.24
Austria,nowcast,1.1,0.8,1.4,1,1.2,0.28
Austria,nowcast,1.1,0.7,1.4,1,1.2,0.32
Austria,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
Austria,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Austria,nowcast,1,0.7,1.4,0.9,1.1,0.43
Austria,nowcast,1,0.7,1.3,0.9,1.1,0.44
Austria,nowcast,1,0.7,1.3,0.9,1.1,0.5
Austria,nowcast,1,0.7,1.3,0.9,1.1,0.52
Austria,nowcast,1,0.6,1.2,0.8,1.1,0.57
Austria,nowcast,1,0.7,1.2,0.8,1.1,0.62
Austria,nowcast,0.9,0.6,1.2,0.8,1.1,0.66
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.69
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.72
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.74
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.75
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.74
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.76
Austria,nowcast,0.9,0.5,1.2,0.8,1,0.75
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.75
Austria,nowcast,0.9,0.5,1.2,0.7,1,0.74
Austria,nowcast,0.9,0.6,1.2,0.7,1,0.73
Austria,nowcast,0.9,0.6,1.2,0.8,1,0.73
Austria,nowcast,0.9,0.5,1.2,0.7,1,0.74
Austria,nowcast,0.9,0.5,1.2,0.7,1,0.74
Austria,nowcast,0.9,0.5,1.2,0.7,1,0.74
Austria,nowcast,0.9,0.5,1.3,0.7,1,0.72
Austria,nowcast,0.9,0.5,1.2,0.7,1,0.75
Austria,nowcast,0.8,0.4,1.2,0.7,1,0.77
Austria,nowcast,0.8,0.4,1.2,0.7,1,0.77
Austria,nowcast,0.8,0.4,1.3,0.7,1,0.77
Austria,nowcast,0.8,0.4,1.3,0.6,0.9,0.74
Austria,nowcast,0.8,0.3,1.4,0.6,1,0.71
Austria,nowcast,0.9,0.4,1.6,0.6,1,0.64
Austria,nowcast,0.9,0.4,1.7,0.7,1.1,0.57
Austria,nowcast,1,0.4,2.1,0.6,1.2,0.46
Austria,nowcast,1.2,0.4,2.4,0.7,1.3,0.35
Austria,nowcast,1.4,0.5,2.6,0.7,1.5,0.27
Belgium,nowcast,1.4,1.2,1.6,1.3,1.4,0
Belgium,nowcast,1.4,1.2,1.6,1.3,1.4,0
Belgium,nowcast,1.3,1.2,1.5,1.3,1.4,0
Belgium,nowcast,1.3,1.1,1.5,1.2,1.4,0
Belgium,nowcast,1.3,1.1,1.5,1.2,1.4,0
Belgium,nowcast,1.3,1.1,1.4,1.2,1.4,0
Belgium,nowcast,1.3,1.1,1.4,1.2,1.3,0
Belgium,nowcast,1.2,1.1,1.4,1.2,1.3,0
Belgium,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Belgium,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Belgium,nowcast,1.2,1,1.3,1.1,1.2,0.02
Belgium,nowcast,1.2,1,1.3,1.1,1.2,0.02
Belgium,nowcast,1.1,1,1.3,1.1,1.2,0.04
Belgium,nowcast,1.1,1,1.2,1.1,1.2,0.07
Belgium,nowcast,1.1,1,1.2,1,1.1,0.11
Belgium,nowcast,1.1,1,1.2,1,1.1,0.17
Belgium,nowcast,1,0.9,1.2,1,1.1,0.28
Belgium,nowcast,1,0.9,1.1,1,1.1,0.4
Belgium,nowcast,1,0.9,1.1,0.9,1,0.58
Belgium,nowcast,1,0.9,1.1,0.9,1,0.73
Belgium,nowcast,0.9,0.8,1,0.9,1,0.86
Belgium,nowcast,0.9,0.8,1,0.9,1,0.94
Belgium,nowcast,0.9,0.8,1,0.9,0.9,0.98
Belgium,nowcast,0.9,0.8,1,0.9,0.9,0.99
Belgium,nowcast,0.9,0.8,1,0.8,0.9,0.99
Belgium,nowcast,0.9,0.8,0.9,0.8,0.9,1
Belgium,nowcast,0.9,0.8,0.9,0.8,0.9,1
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,1
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,1
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,1
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,1
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.98
Belgium,nowcast,0.8,0.7,0.9,0.8,0.9,0.97
Belgium,nowcast,0.8,0.7,1,0.8,0.9,0.96
Belgium,nowcast,0.9,0.7,1,0.8,0.9,0.95
Belgium,nowcast,0.9,0.8,1,0.8,0.9,0.93
Belgium,nowcast,0.9,0.8,1,0.8,0.9,0.88
Belgium,nowcast,0.9,0.8,1.1,0.8,0.9,0.85
Belgium,nowcast,0.9,0.8,1.1,0.8,1,0.83
Belgium,nowcast,0.9,0.8,1.1,0.9,1,0.8
Belgium,forecast,0.9,0.8,1.1,0.9,1,0.78
Belgium,forecast,0.9,0.7,1.1,0.8,1,0.75
Belgium,forecast,0.9,0.7,1.1,0.8,1,0.74
Belgium,forecast,0.9,0.7,1.2,0.8,1,0.72
Belgium,forecast,0.9,0.7,1.2,0.8,1,0.71
Belgium,forecast,0.9,0.7,1.2,0.8,1,0.7
Belgium,forecast,0.9,0.6,1.2,0.8,1,0.69
Belgium,forecast,0.9,0.6,1.2,0.8,1,0.68
Belgium,forecast,0.9,0.6,1.2,0.8,1,0.66
Belgium,forecast,0.9,0.6,1.2,0.8,1,0.66
Belgium,forecast,0.9,0.6,1.3,0.8,1,0.65
Belgium,forecast,0.9,0.6,1.3,0.8,1,0.65
Belgium,forecast,0.9,0.5,1.3,0.8,1,0.65
Belgium,forecast,0.9,0.5,1.3,0.7,1,0.64
Brazil,nowcast,1.4,1.2,1.7,1.3,1.5,0
Brazil,nowcast,1.4,1.2,1.7,1.3,1.5,0
Brazil,nowcast,1.4,1.2,1.6,1.3,1.5,0
Brazil,nowcast,1.4,1.2,1.6,1.3,1.5,0
Brazil,nowcast,1.4,1.2,1.6,1.3,1.4,0
Brazil,nowcast,1.4,1.2,1.6,1.3,1.4,0
Brazil,nowcast,1.4,1.1,1.6,1.3,1.4,0
Brazil,nowcast,1.3,1.2,1.5,1.3,1.4,0
Brazil,nowcast,1.3,1.1,1.5,1.3,1.4,0
Brazil,nowcast,1.3,1.2,1.5,1.2,1.4,0
Brazil,nowcast,1.3,1.1,1.5,1.2,1.4,0
Brazil,nowcast,1.3,1.1,1.5,1.2,1.3,0
Brazil,nowcast,1.3,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.3,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.3,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.3,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.4,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.3,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.2,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.3,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,nowcast,1.2,1.1,1.2,1.1,1.2,0
Brazil,forecast,1.2,1.1,1.3,1.1,1.2,0.01
Brazil,forecast,1.2,1,1.3,1.1,1.2,0.02
Brazil,forecast,1.2,1,1.3,1.1,1.2,0.03
Brazil,forecast,1.2,1,1.3,1.1,1.2,0.04
Brazil,forecast,1.2,1,1.3,1.1,1.2,0.05
Brazil,forecast,1.2,1,1.3,1.1,1.2,0.06
Brazil,forecast,1.1,1,1.3,1.1,1.2,0.08
Brazil,forecast,1.1,1,1.4,1.1,1.2,0.09
Brazil,forecast,1.1,0.9,1.3,1.1,1.2,0.09
Brazil,forecast,1.1,0.9,1.4,1,1.2,0.11
Brazil,forecast,1.1,0.9,1.4,1.1,1.2,0.12
Brazil,forecast,1.1,0.9,1.4,1,1.2,0.13
Brazil,forecast,1.1,0.9,1.4,1,1.2,0.14
Brazil,forecast,1.1,0.9,1.4,1,1.2,0.15
Cameroon,nowcast,1.2,0.5,1.9,0.9,1.4,0.34
Cameroon,nowcast,1.1,0.5,1.8,0.9,1.4,0.36
Cameroon,nowcast,1.1,0.5,1.8,0.8,1.3,0.35
Cameroon,nowcast,1.1,0.5,1.8,0.8,1.3,0.35
Cameroon,nowcast,1.1,0.5,1.9,0.8,1.3,0.36
Cameroon,nowcast,1.1,0.5,1.9,0.8,1.3,0.34
Cameroon,nowcast,1.2,0.5,1.9,0.9,1.4,0.33
Cameroon,nowcast,1.2,0.5,1.9,0.8,1.3,0.3
Cameroon,nowcast,1.2,0.6,1.9,0.9,1.4,0.26
Cameroon,nowcast,1.3,0.7,2,0.9,1.4,0.23
Cameroon,nowcast,1.3,0.6,2,1,1.5,0.2
Cameroon,nowcast,1.3,0.7,2.1,1.1,1.6,0.17
Cameroon,nowcast,1.4,0.8,2.1,1.1,1.6,0.14
Cameroon,nowcast,1.4,0.8,2.1,1.1,1.6,0.13
Cameroon,nowcast,1.4,0.8,2.2,1.1,1.6,0.1
Cameroon,nowcast,1.5,0.8,2.3,1.2,1.7,0.09
Cameroon,nowcast,1.5,0.9,2.3,1.1,1.7,0.08
Canada,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Canada,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Canada,nowcast,1.4,1.1,1.7,1.3,1.5,0.01
Canada,nowcast,1.4,1.1,1.6,1.2,1.4,0.01
Canada,nowcast,1.4,1.1,1.6,1.2,1.4,0
Canada,nowcast,1.4,1.1,1.6,1.3,1.4,0.01
Canada,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Canada,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Canada,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Canada,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Canada,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Canada,nowcast,1.3,1.1,1.4,1.2,1.3,0.01
Canada,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Canada,nowcast,1.2,1.1,1.4,1.2,1.3,0.02
Canada,nowcast,1.2,1.1,1.4,1.1,1.3,0.02
Canada,nowcast,1.2,1,1.4,1.1,1.3,0.02
Canada,nowcast,1.2,1,1.3,1.1,1.3,0.02
Canada,nowcast,1.2,1,1.3,1.1,1.2,0.02
Canada,nowcast,1.2,1,1.3,1.1,1.2,0.02
Canada,nowcast,1.2,1,1.3,1.1,1.2,0.04
Canada,nowcast,1.1,1,1.3,1.1,1.2,0.04
Canada,nowcast,1.1,1,1.3,1.1,1.2,0.07
Canada,nowcast,1.1,1,1.2,1.1,1.2,0.08
Canada,nowcast,1.1,1,1.2,1.1,1.2,0.1
Canada,nowcast,1.1,1,1.2,1,1.1,0.11
Canada,nowcast,1.1,1,1.2,1,1.1,0.15
Canada,nowcast,1.1,1,1.2,1,1.1,0.15
Canada,nowcast,1.1,1,1.2,1,1.1,0.16
Canada,nowcast,1.1,0.9,1.2,1,1.1,0.19
Canada,nowcast,1,0.9,1.2,1,1.1,0.2
Canada,nowcast,1,0.9,1.1,1,1.1,0.25
Canada,nowcast,1,0.9,1.1,1,1.1,0.24
Canada,nowcast,1,0.9,1.1,1,1.1,0.26
Canada,nowcast,1,0.9,1.1,1,1.1,0.28
Canada,nowcast,1,0.9,1.1,1,1.1,0.29
Canada,nowcast,1,0.9,1.1,1,1.1,0.29
Canada,nowcast,1,0.9,1.1,1,1.1,0.33
Canada,nowcast,1,0.9,1.1,1,1.1,0.36
Canada,nowcast,1,0.9,1.1,1,1.1,0.39
Canada,nowcast,1,0.9,1.1,1,1.1,0.4
Canada,nowcast,1,0.9,1.1,1,1.1,0.43
Canada,forecast,1,0.9,1.2,0.9,1.1,0.49
Canada,forecast,1,0.8,1.2,0.9,1.1,0.5
Canada,forecast,1,0.8,1.2,0.9,1.1,0.51
Canada,forecast,1,0.8,1.2,0.9,1.1,0.53
Canada,forecast,1,0.8,1.2,0.9,1.1,0.53
Canada,forecast,1,0.8,1.2,0.9,1.1,0.55
Canada,forecast,1,0.7,1.2,0.9,1.1,0.55
Canada,forecast,1,0.7,1.2,0.9,1.1,0.57
Canada,forecast,1,0.7,1.2,0.9,1.1,0.56
Canada,forecast,1,0.7,1.3,0.9,1.1,0.56
Canada,forecast,1,0.7,1.3,0.8,1.1,0.58
Canada,forecast,1,0.7,1.3,0.9,1.1,0.57
Canada,forecast,1,0.7,1.3,0.8,1.1,0.58
Canada,forecast,1,0.6,1.3,0.9,1.1,0.58
China,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
China,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
China,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
China,nowcast,1.3,1,1.5,1.2,1.4,0.02
China,nowcast,1.2,1,1.5,1.2,1.3,0.03
China,nowcast,1.2,1,1.4,1.1,1.3,0.03
China,nowcast,1.2,1,1.4,1.1,1.3,0.04
China,nowcast,1.2,1,1.4,1.1,1.2,0.05
China,nowcast,1.2,1,1.3,1.1,1.2,0.06
China,nowcast,1.1,1,1.3,1.1,1.2,0.08
China,nowcast,1.1,1,1.3,1.1,1.2,0.12
China,nowcast,1.1,0.9,1.3,1,1.2,0.13
China,nowcast,1.1,0.9,1.2,1,1.1,0.19
China,nowcast,1.1,0.9,1.2,1,1.1,0.26
China,nowcast,1,0.9,1.2,1,1.1,0.33
China,nowcast,1,0.9,1.1,1,1.1,0.43
China,nowcast,1,0.8,1.1,0.9,1,0.54
China,nowcast,1,0.8,1.1,0.9,1,0.66
China,nowcast,0.9,0.8,1.1,0.9,1,0.78
China,nowcast,0.9,0.8,1,0.9,1,0.87
China,nowcast,0.9,0.7,1,0.8,1,0.92
China,nowcast,0.9,0.7,1,0.8,0.9,0.96
China,nowcast,0.8,0.7,1,0.8,0.9,0.98
China,nowcast,0.8,0.7,1,0.8,0.9,0.99
China,nowcast,0.8,0.7,0.9,0.8,0.9,0.99
China,nowcast,0.8,0.6,0.9,0.7,0.9,1
China,nowcast,0.8,0.6,0.9,0.7,0.8,1
China,nowcast,0.7,0.6,0.9,0.7,0.8,1
China,nowcast,0.7,0.5,0.8,0.7,0.8,1
China,nowcast,0.7,0.5,0.8,0.6,0.8,1
China,nowcast,0.7,0.5,0.8,0.6,0.7,1
China,nowcast,0.7,0.5,0.8,0.6,0.7,1
China,nowcast,0.7,0.5,0.8,0.6,0.7,0.99
China,nowcast,0.7,0.5,0.8,0.6,0.7,0.99
China,nowcast,0.7,0.5,0.9,0.6,0.7,0.99
China,nowcast,0.7,0.5,0.9,0.6,0.7,0.97
China,nowcast,0.7,0.5,0.9,0.6,0.7,0.97
China,nowcast,0.7,0.5,0.9,0.6,0.8,0.96
China,nowcast,0.7,0.5,1,0.6,0.8,0.96
China,nowcast,0.7,0.5,1,0.6,0.8,0.95
China,nowcast,0.7,0.5,1,0.6,0.8,0.95
China,nowcast,0.7,0.5,1,0.6,0.8,0.94
China,nowcast,0.7,0.5,1,0.6,0.8,0.93
China,nowcast,0.7,0.5,1,0.6,0.8,0.91
China,nowcast,0.8,0.5,1.1,0.6,0.9,0.89
China,nowcast,0.8,0.5,1.1,0.7,0.9,0.87
China,nowcast,0.8,0.5,1.1,0.7,0.9,0.82
China,nowcast,0.8,0.5,1.2,0.7,0.9,0.77
China,nowcast,0.9,0.5,1.3,0.7,1,0.71
China,nowcast,0.9,0.6,1.3,0.7,1,0.65
China,nowcast,0.9,0.6,1.3,0.7,1,0.59
China,nowcast,1,0.6,1.4,0.8,1.1,0.52
China,nowcast,1,0.6,1.4,0.8,1.1,0.45
China,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
China,nowcast,1.1,0.7,1.5,0.9,1.2,0.28
China,nowcast,1.2,0.7,1.6,1,1.3,0.22
China,nowcast,1.2,0.8,1.6,1.1,1.4,0.15
China,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
China,nowcast,1.3,0.9,1.7,1.1,1.4,0.07
China,nowcast,1.3,1,1.8,1.2,1.5,0.05
China,nowcast,1.4,1,1.8,1.2,1.5,0.04
China,nowcast,1.4,1.1,1.8,1.2,1.5,0.02
China,nowcast,1.4,1.1,1.9,1.3,1.6,0.01
China,nowcast,1.5,1.1,1.9,1.3,1.6,0.01
China,nowcast,1.5,1.2,1.9,1.3,1.6,0.01
China,nowcast,1.5,1.2,1.9,1.4,1.6,0
China,nowcast,1.5,1.2,1.9,1.4,1.6,0
China,nowcast,1.5,1.2,1.9,1.4,1.6,0
China,nowcast,1.5,1.2,1.9,1.4,1.6,0
China,nowcast,1.6,1.2,1.9,1.4,1.7,0
China,nowcast,1.6,1.2,1.9,1.4,1.7,0
China,nowcast,1.6,1.3,1.9,1.4,1.7,0
China,nowcast,1.6,1.2,1.9,1.4,1.7,0
China,nowcast,1.6,1.2,1.9,1.5,1.7,0
China,nowcast,1.6,1.3,2,1.4,1.7,0
China,nowcast,1.6,1.2,2,1.5,1.8,0
China,nowcast,1.6,1.2,2,1.5,1.8,0
China,nowcast,1.7,1.2,2.1,1.5,1.9,0.01
China,nowcast,1.7,1.1,2.1,1.5,2,0.01
China,nowcast,1.7,1,2.2,1.5,2.1,0.03
China,nowcast,1.7,0.9,2.3,1.6,2.3,0.09
China,nowcast,1.8,0.8,2.4,1.5,2.4,0.18
China,nowcast,1.8,0.5,2.5,1.7,2.7,0.29
Colombia,nowcast,1.2,0.7,1.6,1,1.3,0.25
Colombia,nowcast,1.1,0.7,1.6,0.9,1.3,0.28
Colombia,nowcast,1.1,0.7,1.5,1,1.3,0.28
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.32
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
Colombia,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
Colombia,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Colombia,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Colombia,nowcast,1.1,0.7,1.4,0.9,1.2,0.34
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.32
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.3
Colombia,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Colombia,nowcast,1.1,0.8,1.5,0.9,1.2,0.3
Colombia,nowcast,1.1,0.7,1.5,1,1.2,0.28
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.26
Colombia,nowcast,1.1,0.8,1.5,1,1.2,0.26
Colombia,nowcast,1.1,0.8,1.5,1,1.2,0.26
Colombia,nowcast,1.1,0.8,1.5,1,1.2,0.23
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.22
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.22
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.23
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.21
Colombia,nowcast,1.1,0.8,1.5,1,1.3,0.21
Colombia,nowcast,1.2,0.8,1.5,1,1.3,0.2
Colombia,nowcast,1.2,0.8,1.6,1,1.3,0.19
Denmark,nowcast,1.2,0.8,1.6,1,1.3,0.25
Denmark,nowcast,1.1,0.8,1.5,1,1.3,0.27
Denmark,nowcast,1.1,0.7,1.5,1,1.3,0.28
Denmark,nowcast,1.1,0.7,1.5,0.9,1.2,0.31
Denmark,nowcast,1.1,0.7,1.4,0.9,1.2,0.35
Denmark,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Denmark,nowcast,1,0.7,1.4,0.9,1.2,0.43
Denmark,nowcast,1,0.7,1.4,0.9,1.1,0.49
Denmark,nowcast,1,0.7,1.3,0.9,1.1,0.53
Denmark,nowcast,1,0.6,1.3,0.9,1.1,0.57
Denmark,nowcast,1,0.6,1.3,0.8,1.1,0.59
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.62
Denmark,nowcast,0.9,0.6,1.3,0.8,1.1,0.64
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.64
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.66
Denmark,nowcast,0.9,0.6,1.2,0.8,1,0.67
Denmark,nowcast,0.9,0.6,1.3,0.8,1.1,0.65
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.67
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.65
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.65
Denmark,nowcast,0.9,0.6,1.3,0.8,1,0.63
Denmark,nowcast,0.9,0.5,1.2,0.8,1.1,0.65
Denmark,nowcast,0.9,0.6,1.3,0.8,1.1,0.64
Denmark,nowcast,0.9,0.6,1.3,0.8,1.1,0.61
Denmark,nowcast,0.9,0.6,1.4,0.8,1.1,0.6
Denmark,nowcast,1,0.6,1.3,0.8,1.1,0.59
Denmark,nowcast,1,0.6,1.4,0.8,1.1,0.57
